yourlist:M201512109A0638DP3L	Entry
ENSG00000012822	F8W0X2
ENSG00000012822	H3BRW8
ENSG00000012822	Q9P1Z2
ENSG00000012963	E9PCJ7
ENSG00000012963	G3V253
ENSG00000012963	G3V2G3
ENSG00000012963	G3V336
ENSG00000012963	H0YJA0
ENSG00000012963	H0YJM2
ENSG00000012963	H0YJY4
ENSG00000012963	Q8N806
ENSG00000012983	A0A0A0MQR1
ENSG00000012983	G3V3V7
ENSG00000012983	G3V4Q4
ENSG00000012983	G3V4T8
ENSG00000012983	G3V5C6
ENSG00000013275	P43686
ENSG00000013364	H3BNF2
ENSG00000013364	H3BNF6
ENSG00000013364	H3BP76
ENSG00000013364	H3BPZ2
ENSG00000013364	H3BQE7
ENSG00000013364	H3BQK6
ENSG00000013364	H3BRL2
ENSG00000013364	H3BUK7
ENSG00000013364	H3BUP3
ENSG00000013364	I3L155
ENSG00000013364	Q14764
ENSG00000013374	C9J7X7
ENSG00000013374	C9JRT6
ENSG00000013374	F8WDB6
ENSG00000013374	F8WDL9
ENSG00000013374	H3BM14
ENSG00000013374	H3BM74
ENSG00000013374	H7C5E1
ENSG00000013374	H7C5N1
ENSG00000013374	Q9Y5A7
ENSG00000013375	A0A087WT27
ENSG00000013375	D6RC77
ENSG00000013375	D6RCD1
ENSG00000013375	D6RCQ8
ENSG00000013375	D6RF77
ENSG00000013375	D6RIS6
ENSG00000013375	H0Y8I3
ENSG00000013375	H0Y987
ENSG00000013375	J3KN95
ENSG00000013375	O95394
ENSG00000013375	S4R390
ENSG00000013392	Q9UIY3
ENSG00000013503	F8VRU2
ENSG00000013503	Q9NW08
ENSG00000013523	G3V414
ENSG00000013523	G3V437
ENSG00000013523	G3V5C4
ENSG00000013523	Q9UNK9
ENSG00000013561	D6R988
ENSG00000013561	D6R996
ENSG00000013561	D6RA38
ENSG00000013561	D6RAS4
ENSG00000013561	D6RBK4
ENSG00000013561	D6RBU3
ENSG00000013561	D6RDK2
ENSG00000013561	D6RDU6
ENSG00000013561	E7EP22
ENSG00000013561	Q9UBS8
ENSG00000013573	B4DMS8
ENSG00000013573	C9K0E8
ENSG00000013573	F5GXJ8
ENSG00000013573	F5GXL6
ENSG00000013573	F5GYY1
ENSG00000013573	F5H235
ENSG00000013573	F5H2V9
ENSG00000013573	F6WZM0
ENSG00000013573	H0YFY8
ENSG00000013573	H0YGL4
ENSG00000013573	H0YGX9
ENSG00000013573	Q96FC9
ENSG00000013573	R4GNE1
ENSG00000013588	F5GWG3
ENSG00000013588	H0YFN2
ENSG00000013588	Q8NFJ5
ENSG00000013725	E7ER04
ENSG00000013725	F5H835
ENSG00000013725	F6UFK6
ENSG00000013725	G5E973
ENSG00000013725	H0YGL3
ENSG00000013725	P30203
ENSG00000013810	C9JA91
ENSG00000013810	C9JWI7
ENSG00000013810	E7EMT0
ENSG00000013810	F8WC55
ENSG00000013810	H0Y8F2
ENSG00000013810	Q8IX09
ENSG00000013810	Q9Y6A5
ENSG00000014123	O94874
ENSG00000014138	E9PIQ6
ENSG00000014138	E9PQ99
ENSG00000014138	H0YDR7
ENSG00000014138	Q14181
ENSG00000014164	H0YEY2
ENSG00000014164	Q8IXZ2
ENSG00000014216	E9PIA9
ENSG00000014216	E9PJA6
ENSG00000014216	E9PJJ3
ENSG00000014216	E9PL37
ENSG00000014216	E9PLC9
ENSG00000014216	E9PLX0
ENSG00000014216	E9PMC6
ENSG00000014216	E9PQB3
ENSG00000014216	E9PRM1
ENSG00000014216	E9PSA6
ENSG00000014216	P07384
ENSG00000014641	B8ZZ51
ENSG00000014641	B9A041
ENSG00000014641	C9IZI0
ENSG00000014641	C9JF79
ENSG00000014641	C9JLV6
ENSG00000014641	C9JRL4
ENSG00000014641	F8WFC2
ENSG00000014641	P40925
ENSG00000014914	A4FU01
ENSG00000015133	A0A0A0MR69
ENSG00000015133	G3V3S0
ENSG00000015133	H0YJX5
ENSG00000015133	Q0P665
ENSG00000015133	Q9P219
ENSG00000015153	A0A0B4J255
ENSG00000015153	F8VRE5
ENSG00000015153	F8VZR2
ENSG00000015153	F8W0B9
ENSG00000015153	G3V1X5
ENSG00000015153	G3V212
ENSG00000015153	G3V219
ENSG00000015153	Q8IY57
ENSG00000015171	A0A0A0MRY2
ENSG00000015171	B0QZE2
ENSG00000015171	B7Z2J6
ENSG00000015171	E7ENI9
ENSG00000015171	E7EV75
ENSG00000015171	E9PE09
ENSG00000015171	J3QKD2
ENSG00000015171	Q15326
ENSG00000015285	C9J3B7
ENSG00000015285	P42768
ENSG00000015413	H3BP43
ENSG00000015413	H3BQS5
ENSG00000015413	P16444
ENSG00000015475	B2ZP78
ENSG00000015475	P55957
ENSG00000015479	A0A0K0K1G4
ENSG00000015479	B3KM87
ENSG00000015479	D6R991
ENSG00000015479	D6R9F3
ENSG00000015479	D6RAY2
ENSG00000015479	D6RBI2
ENSG00000015479	D6RBK5
ENSG00000015479	D6RBS2
ENSG00000015479	D6RE02
ENSG00000015479	D6REK4
ENSG00000015479	D6REM6
ENSG00000015479	D6RIA2
ENSG00000015479	H0Y8T4
ENSG00000015479	P43243
ENSG00000015532	A0A0C4DFW8
ENSG00000015532	B4DT06
ENSG00000015532	D6RCT0
ENSG00000015532	H0YB00
ENSG00000015532	I3L3K2
ENSG00000015532	Q9H1B5
ENSG00000015676	Q8IVD9
ENSG00000016082	D6RBJ1
ENSG00000016082	P61371
ENSG00000016402	Q96SH7
ENSG00000016402	Q9UHF4
ENSG00000016864	A0A0A0MSE5
ENSG00000016864	C9J6X9
ENSG00000016864	C9J880
ENSG00000016864	C9JA13
ENSG00000016864	C9JNB0
ENSG00000016864	C9JPK4
ENSG00000016864	C9JY96
ENSG00000016864	H7C4V6
ENSG00000016864	Q68CQ7
ENSG00000017260	B4E2Q0
ENSG00000017260	D6R9U9
ENSG00000017260	D6REJ1
ENSG00000017260	D6RGE9
ENSG00000017260	D6RHV9
ENSG00000017260	H0Y8X9
ENSG00000017260	H0Y9S7
ENSG00000017260	H0Y9V7
ENSG00000017260	H0YAH2
ENSG00000017260	P98194
ENSG00000017483	A0A087WZF9
ENSG00000017483	A0A087X1I6
ENSG00000017483	C9JHH7
ENSG00000017483	C9JJU1
ENSG00000017483	C9JMY2
ENSG00000017483	C9JNK4
ENSG00000017483	C9JWG4
ENSG00000017483	Q8WUX1
ENSG00000017797	E7ENF8
ENSG00000017797	J3QLT3
ENSG00000017797	Q15311
ENSG00000018189	D6RCQ1
ENSG00000018189	D6REM9
ENSG00000018189	D6RH24
ENSG00000018189	H0Y8G6
ENSG00000018189	H0Y8I0
ENSG00000018189	Q7L099
ENSG00000018236	F8VQW3
ENSG00000018236	F8VUI8
ENSG00000018236	F8VUI9
ENSG00000018236	F8VX96
ENSG00000018236	H0YIJ1
ENSG00000018236	Q12860
ENSG00000018408	C9J038
ENSG00000018408	C9J337
ENSG00000018408	C9J588
ENSG00000018408	C9JQS8
ENSG00000018408	C9JR84
ENSG00000018408	H7C4Q0
ENSG00000018408	H7C4Z7
ENSG00000018408	Q9GZV5
ENSG00000018510	B8ZZ81
ENSG00000018510	O00116
ENSG00000018610	Q9H5V9
ENSG00000018699	C9JVS4
ENSG00000018699	F8WCH1
ENSG00000018699	H7C178
ENSG00000018699	H7C329
ENSG00000018699	H7C3A3
ENSG00000018699	Q6P3X3
ENSG00000018869	A0A075B771
ENSG00000018869	A0A075B772
ENSG00000018869	K7EKI7
ENSG00000018869	K7ESE7
ENSG00000018869	Q96NG8
ENSG00000019144	A0A087WTZ7
ENSG00000019144	A0A087WXY7
ENSG00000019144	A0A087WZL0
ENSG00000019144	Q86UU1
ENSG00000019144	Q96C94
ENSG00000019505	H0YD47
ENSG00000019505	H0YE47
ENSG00000019505	Q7L8C5
ENSG00000019549	O43623
ENSG00000019582	E7EQJ3
ENSG00000019582	E7ER71
ENSG00000019582	E7ESL3
ENSG00000019582	H0YBZ2
ENSG00000019582	H0YBZ8
ENSG00000019582	P04233
ENSG00000019995	Q9UGI0
ENSG00000020256	A2A2N5
ENSG00000020256	A2A2N6
ENSG00000020256	H0Y669
ENSG00000020256	Q9NPA5
ENSG00000020256	Q9NTW7
ENSG00000020426	H0YJ92
ENSG00000020426	H0YJF2
ENSG00000020426	P51948
ENSG00000020577	G3V2R1
ENSG00000020577	Q9UPU9
ENSG00000020633	Q13761
ENSG00000020922	F5GXT0
ENSG00000020922	F5H256
ENSG00000020922	F5H742
ENSG00000020922	F8W7U8
ENSG00000020922	P49959
ENSG00000021355	P30740
ENSG00000021574	Q9UBP0
ENSG00000021776	H0YH15
ENSG00000021776	H0YLN9
ENSG00000021776	O60306
ENSG00000021826	C9JTA4
ENSG00000021826	E7EWJ3
ENSG00000021826	P31327
ENSG00000021826	Q5R211
ENSG00000022267	A0A0D9SEY7
ENSG00000022267	A0A0D9SFB0
ENSG00000022267	A0A0D9SFI6
ENSG00000022267	A0A0D9SFZ9
ENSG00000022267	A0A0D9SG53
ENSG00000022267	A0A0D9SGB2
ENSG00000022267	A0A0D9SGC5
ENSG00000022267	A0A0D9SGD1
ENSG00000022267	Q13642
ENSG00000022267	Q5JXH7
ENSG00000022267	Q5JXH8
ENSG00000022267	Q5JXH9
ENSG00000022267	Q5JXI0
ENSG00000022267	Q5JXI2
ENSG00000022267	Q5JXI3
ENSG00000022267	Q5JXI8
ENSG00000022277	A0A0A0MQR2
ENSG00000022277	A2A2L5
ENSG00000022277	A2A2L6
ENSG00000022277	Q9BY42
ENSG00000022556	A0A0G2JLJ4
ENSG00000022556	F5GYZ4
ENSG00000022556	F5H5B1
ENSG00000022556	F5H7Q5
ENSG00000022556	H0YH35
ENSG00000022556	J3KN39
ENSG00000022556	K7EJ90
ENSG00000022556	K7ELX1
ENSG00000022556	K7EMK2
ENSG00000022556	K7EPE6
ENSG00000022556	Q9NX02
ENSG00000022567	E5RGN5
ENSG00000022567	E5RJM7
ENSG00000022567	E7EV90
ENSG00000022567	Q5BKX6
ENSG00000022840	A0A0G2JKT9
ENSG00000022840	F5H3A4
ENSG00000022840	F5H510
ENSG00000022840	F5H5P6
ENSG00000022840	F5H5Z1
ENSG00000022840	H0YF69
ENSG00000022840	H0YFN9
ENSG00000022840	H0YFQ9
ENSG00000022840	H0YG28
ENSG00000022840	H0YGL7
ENSG00000022840	H0YGX5
ENSG00000022840	Q8N5U6
ENSG00000022976	A8K0R7
ENSG00000022976	H0YKI3
ENSG00000022976	H0YKY1
ENSG00000022976	H0YLB6
ENSG00000022976	H0YM06
ENSG00000022976	H0YM94
ENSG00000022976	H0YMU1
ENSG00000022976	H0YNU6
ENSG00000023171	A0A0J9YXF6
ENSG00000023171	A0A0J9YXZ1
ENSG00000023171	A0A0J9YY71
ENSG00000023171	E9PRD6
ENSG00000023171	J3KNL5
ENSG00000023171	Q3KR37
ENSG00000023191	E9PIK5
ENSG00000023191	E9PIM9
ENSG00000023191	E9PLZ3
ENSG00000023191	E9PMA9
ENSG00000023191	E9PMI1
ENSG00000023191	E9PMJ3
ENSG00000023191	E9PMN0
ENSG00000023191	E9PR82
ENSG00000023191	H0YCR7
ENSG00000023191	P13489
ENSG00000023228	B4DJ81
ENSG00000023228	C9JPQ5
ENSG00000023228	F8WDL5
ENSG00000023228	P28331
ENSG00000023287	E5RH44
ENSG00000023287	E5RH63
ENSG00000023287	E5RHX0
ENSG00000023287	E5RJC1
ENSG00000023287	H0YC28
ENSG00000023287	H0YC30
ENSG00000023287	Q8TDY2
ENSG00000023330	H7C4H7
ENSG00000023330	H7C5B0
ENSG00000023330	P13196
ENSG00000023445	H0YCJ5
ENSG00000023445	Q13489
ENSG00000023516	Q9UKA4
ENSG00000023572	Q9NS18
ENSG00000023697	E9PJ44
ENSG00000023697	E9PJB9
ENSG00000023697	E9PMH9
ENSG00000023697	E9PML7
ENSG00000023697	E9PPK3
ENSG00000023697	E9PPM8
ENSG00000023697	G3V158
ENSG00000023697	Q9Y315
ENSG00000023734	F5H1G1
ENSG00000023734	H0YH33
ENSG00000023734	Q9Y3F4
ENSG00000023909	P48507
ENSG00000024048	Q8IWV8
ENSG00000024526	E9PL61
ENSG00000024526	H0YES2
ENSG00000024526	Q5TB30
ENSG00000024862	A0A087WVM5
ENSG00000024862	B4DUJ5
ENSG00000024862	Q8IWP9
ENSG00000025293	A0A0A0MT13
ENSG00000025293	B0QYY0
ENSG00000025293	B0QZ19
ENSG00000025293	F8WCQ1
ENSG00000025293	Q5JWZ0
ENSG00000025293	Q5JXL1
ENSG00000025293	Q9BVI0
ENSG00000025434	B4DXU5
ENSG00000025434	B5MBY7
ENSG00000025434	C9J2C8
ENSG00000025434	C9J4R0
ENSG00000025434	C9JBS2
ENSG00000025434	C9JCS0
ENSG00000025434	C9JEC2
ENSG00000025434	C9JJ16
ENSG00000025434	C9JTS4
ENSG00000025434	E9PID2
ENSG00000025434	E9PLL4
ENSG00000025434	E9PPA1
ENSG00000025434	F8WC63
ENSG00000025434	F8WEY6
ENSG00000025434	Q13133
ENSG00000025708	C9JGI3
ENSG00000025708	P19971
ENSG00000025772	Q15785
ENSG00000025800	O60684
ENSG00000025800	Q5TFJ7
ENSG00000025800	S4R3E5
ENSG00000026025	B0YJC4
ENSG00000026025	B0YJC5
ENSG00000026025	P08670
ENSG00000026025	Q5JVS8
ENSG00000026103	A0A087WTM9
ENSG00000026103	A0A087X1Z7
ENSG00000026103	A0A0D9SEP1
ENSG00000026103	H7C5Z8
ENSG00000026103	P25445
ENSG00000026508	E9PKC6
ENSG00000026508	H0Y2P0
ENSG00000026508	H0Y5E4
ENSG00000026508	H0YCL4
ENSG00000026508	H0YCV9
ENSG00000026508	H0YD13
ENSG00000026508	H0YD17
ENSG00000026508	H0YD90
ENSG00000026508	H0YDV8
ENSG00000026508	H0YDW7
ENSG00000026508	H0YDX6
ENSG00000026508	H0YE40
ENSG00000026508	H0YEA1
ENSG00000026508	H0YES0
ENSG00000026508	H0YEU1
ENSG00000026508	H0YEV3
ENSG00000026508	H0YF08
ENSG00000026508	J3KN83
ENSG00000026508	P16070
ENSG00000026508	Q86UZ1
ENSG00000026559	A0A075B6P6
ENSG00000026559	A2A2I8
ENSG00000026559	A2A2I9
ENSG00000026559	Q5JXL4
ENSG00000026559	Q9UIX4
ENSG00000026652	G3XAF1
ENSG00000026652	H0Y5R3
ENSG00000026652	Q5TEE8
ENSG00000026652	Q6AI25
ENSG00000026652	Q9NRZ5
ENSG00000026950	A6PVC0
ENSG00000026950	E7EPR2
ENSG00000026950	E9PFB8
ENSG00000026950	O00481
ENSG00000027001	Q99797
ENSG00000027075	G3V304
ENSG00000027075	G3V3E7
ENSG00000027075	G3V4G6
ENSG00000027075	G3V4H0
ENSG00000027075	G3V4L3
ENSG00000027075	G3V4Q6
ENSG00000027075	G3V4Q9
ENSG00000027075	G3V4X4
ENSG00000027075	G3V520
ENSG00000027075	G3V5F8
ENSG00000027075	G3V5U5
ENSG00000027075	G3V5Y6
ENSG00000027075	P24723
ENSG00000027697	F5H5M7
ENSG00000027697	P15260
ENSG00000027697	Q5TFC9
ENSG00000027697	Q5TFD1
ENSG00000028116	E7ERS5
ENSG00000028116	E9PBU1
ENSG00000028116	Q86Y07
ENSG00000028203	F2Z3A6
ENSG00000028203	F8VPN9
ENSG00000028203	F8VRY3
ENSG00000028203	F8VS43
ENSG00000028203	F8VUB7
ENSG00000028203	F8VUG0
ENSG00000028203	F8VVS3
ENSG00000028203	F8VXA0
ENSG00000028203	F8W048
ENSG00000028203	F8W088
ENSG00000028203	F8W0S0
ENSG00000028203	F8W8C2
ENSG00000028203	Q9HBM0
ENSG00000028310	C9JBY0
ENSG00000028310	F2Z2E8
ENSG00000028310	H0YAW8
ENSG00000028310	H0YBF1
ENSG00000028310	H0YBR9
ENSG00000028310	H0YBX9
ENSG00000028310	Q9H8M2
ENSG00000028528	H0YK42
ENSG00000028528	H0YK43
ENSG00000028528	H0YK58
ENSG00000028528	H0YKD5
ENSG00000028528	H0YKL5
ENSG00000028528	H0YKT3
ENSG00000028528	J3KPH4
ENSG00000028528	Q13596
ENSG00000029153	H0Y5R1
ENSG00000029153	Q8WYA1
ENSG00000029363	E9PJA7
ENSG00000029363	E9PK09
ENSG00000029363	E9PK91
ENSG00000029363	E9PKI6
ENSG00000029363	E9PQN2
ENSG00000029363	H0YF00
ENSG00000029363	H0YF14
ENSG00000029363	H0YF63
ENSG00000029363	Q9NYF8
ENSG00000029534	C9JN86
ENSG00000029534	H0YAY8
ENSG00000029534	H0YBS0
ENSG00000029534	P16157
ENSG00000029534	Q6PK32
ENSG00000029725	A0A087WZZ3
ENSG00000029725	I3L2B8
ENSG00000029725	I3L456
ENSG00000029725	K7ENJ9
ENSG00000029725	Q15276
ENSG00000029993	E7EQU1
ENSG00000029993	E7ES08
ENSG00000029993	E9PES6
ENSG00000029993	O15347
ENSG00000030582	K7EJY4
ENSG00000030582	K7EK92
ENSG00000030582	K7EKL3
ENSG00000030582	K7ELY1
ENSG00000030582	K7EM89
ENSG00000030582	K7EMR1
ENSG00000030582	K7ENI2
ENSG00000030582	K7ENN1
ENSG00000030582	K7EPL0
ENSG00000030582	K7EQ05
ENSG00000030582	K7EQA7
ENSG00000030582	K7EQI0
ENSG00000030582	K7EQK6
ENSG00000030582	K7ERM2
ENSG00000030582	P28799
ENSG00000031003	D6RAT6
ENSG00000031003	D6RBJ3
ENSG00000031003	D6RCA0
ENSG00000031003	D6RDL7
ENSG00000031003	D6RE97
ENSG00000031003	Q9NYF5
ENSG00000031691	Q7L2Z9
ENSG00000031698	P49591
ENSG00000031698	Q5T5C7
ENSG00000031823	B7Z7F3
ENSG00000031823	K7EID7
ENSG00000031823	K7EIJ4
ENSG00000031823	K7EJ17
ENSG00000031823	K7EMH9
ENSG00000031823	K7EMT3
ENSG00000031823	K7EN31
ENSG00000031823	K7ENB9
ENSG00000031823	K7ENJ2
ENSG00000031823	K7EPW1
ENSG00000031823	K7EQB8
ENSG00000031823	K7ERD4
ENSG00000031823	K7ESQ0
ENSG00000031823	Q9H6Z4
ENSG00000032389	A8MUM1
ENSG00000032389	C9J0U9
ENSG00000032389	C9JVR6
ENSG00000032389	D3YTH5
ENSG00000032389	F8WB12
ENSG00000032389	F8WDS8
ENSG00000032389	F8WDX0
ENSG00000032389	Q53HC9
ENSG00000033030	F5GX80
ENSG00000033030	F5GXQ6
ENSG00000033030	F5GYI9
ENSG00000033030	F5H6J5
ENSG00000033030	F5H803
ENSG00000033030	Q6NZY4
ENSG00000033050	C9JHK9
ENSG00000033050	C9JZV3
ENSG00000033050	Q9UG63
ENSG00000033100	C9JZF7
ENSG00000033100	G5E9W2
ENSG00000033100	H7C5L5
ENSG00000033100	Q9P2E5
ENSG00000033122	A0A075B6E9
ENSG00000033122	B1AKT2
ENSG00000033122	F8WE45
ENSG00000033122	K7ELH5
ENSG00000033122	Q96NW7
ENSG00000033122	V9GY23
ENSG00000033122	V9GYE1
ENSG00000033122	V9GZ42
ENSG00000033170	G3V443
ENSG00000033170	G3V4A8
ENSG00000033170	G3V509
ENSG00000033170	G3V530
ENSG00000033170	G3V5E3
ENSG00000033170	G3V5Z4
ENSG00000033170	G3XAD2
ENSG00000033170	Q9BYC5
ENSG00000033178	A0AVT1
ENSG00000033178	H0Y8S8
ENSG00000033178	H0Y9U5
ENSG00000033627	B7Z2A9
ENSG00000033627	B7Z641
ENSG00000033627	F5H1T6
ENSG00000033627	K7ELZ6
ENSG00000033627	K7EM24
ENSG00000033627	K7EN36
ENSG00000033627	K7ENA1
ENSG00000033627	K7EPG4
ENSG00000033627	K7EQW2
ENSG00000033627	K7ERA0
ENSG00000033627	K7ERA6
ENSG00000033627	Q93050
ENSG00000033800	H3BS65
ENSG00000033800	H3BSI8
ENSG00000033800	H3BUL7
ENSG00000033800	O75925
ENSG00000033867	A0A0A0MST8
ENSG00000033867	C9JRP1
ENSG00000033867	E9PFN4
ENSG00000033867	H7C3C4
ENSG00000033867	Q9Y6M7
ENSG00000034053	H0YL28
ENSG00000034053	H0YMS0
ENSG00000034053	H0YNE8
ENSG00000034053	H0YNG7
ENSG00000034053	Q99767
ENSG00000034152	E9PMA8
ENSG00000034152	E9PRZ0
ENSG00000034152	J3KRV4
ENSG00000034152	J3QL77
ENSG00000034152	J3QR49
ENSG00000034152	P46734
ENSG00000034152	X6RB39
ENSG00000034533	D6R9W5
ENSG00000034533	D6RG30
ENSG00000034533	D6RGH3
ENSG00000034533	D6RJF1
ENSG00000034533	H0Y982
ENSG00000034533	Q2TB18
ENSG00000034693	P56589
ENSG00000034693	Q7Z6V3
ENSG00000035115	C9J4Z8
ENSG00000035115	C9JJI3
ENSG00000035115	F5GYQ6
ENSG00000035115	H7C1B8
ENSG00000035115	H7C499
ENSG00000035115	Q96HL8
ENSG00000035115	S4R3I7
ENSG00000035141	C9J2Y4
ENSG00000035141	C9JF51
ENSG00000035141	E7EQY1
ENSG00000035141	Q96C01
ENSG00000035499	D6RDV9
ENSG00000035499	D6RIB0
ENSG00000035499	Q8WUY9
ENSG00000035681	E5RGF5
ENSG00000035681	E5RGU2
ENSG00000035681	Q92636
ENSG00000035687	P30520
ENSG00000035720	Q9ULZ2
ENSG00000035928	D6RAD2
ENSG00000035928	E0CX09
ENSG00000035928	H0Y8U4
ENSG00000035928	H0Y9P8
ENSG00000035928	P35251
ENSG00000036054	C9IZ32
ENSG00000036054	C9JAM5
ENSG00000036054	E9PGE5
ENSG00000036054	Q9NUY8
ENSG00000036448	E7EWH9
ENSG00000036448	P54296
ENSG00000036473	P00480
ENSG00000036549	C9J283
ENSG00000036549	C9JUA4
ENSG00000036549	Q8IYH5
ENSG00000036672	E9PJ34
ENSG00000036672	E9PSH6
ENSG00000036672	O75604
ENSG00000037241	E5RHH1
ENSG00000037241	E5RIT6
ENSG00000037241	Q9UNX3
ENSG00000037280	B5A927
ENSG00000037280	D6RFF2
ENSG00000037280	E9PD35
ENSG00000037280	P35916
ENSG00000037474	Q08J23
ENSG00000037637	Q6P3S6
ENSG00000037637	X6RKU3
ENSG00000037749	E5RH26
ENSG00000037749	E5RHQ6
ENSG00000037749	E5RJ59
ENSG00000037749	P55082
ENSG00000037757	Q9BV20
ENSG00000037897	F8VSD9
ENSG00000037897	H0YHU4
ENSG00000037897	H0YHX0
ENSG00000037897	H0YIH0
ENSG00000037897	Q9UBP6
ENSG00000037965	P31273
ENSG00000038002	H0Y8L9
ENSG00000038002	H0Y9C7
ENSG00000038002	P20933
ENSG00000038210	Q8TCG2
ENSG00000038219	F8WDD0
ENSG00000038219	H0Y9Y2
ENSG00000038219	Q8NFC6
ENSG00000038358	I3L0V0
ENSG00000038358	I3L2F4
ENSG00000038358	I3L3M2
ENSG00000038358	Q6P2E9
ENSG00000038427	D6RGZ6
ENSG00000038427	E9PF17
ENSG00000038427	P13611
ENSG00000038427	Q86W61
ENSG00000038532	H7BXG1
ENSG00000038532	H7BZI2
ENSG00000038532	H7BZJ9
ENSG00000038532	Q2KHT3
ENSG00000039068	A0A087WU43
ENSG00000039068	A0A087WX17
ENSG00000039068	A0A087WXI5
ENSG00000039068	H3BNC6
ENSG00000039068	H3BVI7
ENSG00000039068	J3QKP1
ENSG00000039068	P12830
ENSG00000039123	D6REC7
ENSG00000039123	H0Y8U3
ENSG00000039123	H0YAC4
ENSG00000039123	P42285
ENSG00000039139	Q8TE73
ENSG00000039319	D6RC80
ENSG00000039319	H0Y8R0
ENSG00000039319	H0YAA4
ENSG00000039319	H0YAB1
ENSG00000039319	Q7Z3T8
ENSG00000039523	A0A0A0MTL6
ENSG00000039523	A0A0G2JLA4
ENSG00000039523	H3BMG9
ENSG00000039523	H3BP86
ENSG00000039523	H3BQI5
ENSG00000039523	H3BS40
ENSG00000039523	H3BSV5
ENSG00000039523	H3BSX9
ENSG00000039523	H3BU12
ENSG00000039523	H3BUP6
ENSG00000039523	H3BV02
ENSG00000039523	Q6ZS17
ENSG00000039560	D6R9G4
ENSG00000039560	D6R9G6
ENSG00000039560	D6RB25
ENSG00000039560	D6RB27
ENSG00000039560	D6RBW6
ENSG00000039560	D6RBY4
ENSG00000039560	D6RDL2
ENSG00000039560	D6RE17
ENSG00000039560	D6REL2
ENSG00000039560	D6RF74
ENSG00000039560	Q9P0K7
ENSG00000039600	B4DXW7
ENSG00000039600	O94993
ENSG00000039650	A0A0D9SEV0
ENSG00000039650	A0A0D9SFD6
ENSG00000039650	A0A0D9SFL2
ENSG00000039650	A0A0D9SFU1
ENSG00000039650	M0QX49
ENSG00000039650	M0QYH2
ENSG00000039650	M0QYI1
ENSG00000039650	M0R000
ENSG00000039650	M0R097
ENSG00000039650	M0R3C8
ENSG00000039650	Q96T60
ENSG00000040199	H3BMS5
ENSG00000040199	H3BS75
ENSG00000040199	I3L187
ENSG00000040199	Q6ZVD8
ENSG00000040275	D6R936
ENSG00000040275	D6RC83
ENSG00000040275	D6RCL1
ENSG00000040275	D6RDK5
ENSG00000040275	D6REZ1
ENSG00000040275	D6RIB8
ENSG00000040275	D6RIF7
ENSG00000040275	H0YBG5
ENSG00000040275	H7C5V2
ENSG00000040275	Q96EA4
ENSG00000040341	A0A0A0MTC4
ENSG00000040341	A0A0A0MTC5
ENSG00000040341	A0A0A0MTC6
ENSG00000040341	A0A0A0MTD1
ENSG00000040341	E5RFK1
ENSG00000040341	E5RGQ5
ENSG00000040341	E5RGT3
ENSG00000040341	E5RJ67
ENSG00000040341	E5RJN7
ENSG00000040341	E7EPX0
ENSG00000040341	E7EVI1
ENSG00000040341	E7EVJ4
ENSG00000040341	E9PH62
ENSG00000040341	F8VPI7
ENSG00000040341	G5EA18
ENSG00000040341	H0YBY0
ENSG00000040341	Q9NUL3
ENSG00000040487	A2A2E6
ENSG00000040487	E9PJZ6
ENSG00000040487	E9PL93
ENSG00000040487	Q6ZP29
ENSG00000040531	A8MXW3
ENSG00000040531	C9JMM9
ENSG00000040531	I3L0Z6
ENSG00000040531	I3L1K8
ENSG00000040531	I3L484
ENSG00000040531	I3L4A9
ENSG00000040531	O60931
ENSG00000040608	H7C0V4
ENSG00000040608	H7C215
ENSG00000040608	Q9BZR6
ENSG00000040633	A0A087WVQ2
ENSG00000040633	I3L0X3
ENSG00000040633	I3L0Y2
ENSG00000040633	I3L1N0
ENSG00000040633	I3L2W6
ENSG00000040633	I3L410
ENSG00000040633	I3L4Q4
ENSG00000040633	Q9BUL5
ENSG00000041353	K7EJ38
ENSG00000041353	K7ES41
ENSG00000041353	O00194
ENSG00000041357	H0YKS0
ENSG00000041357	H0YKT8
ENSG00000041357	H0YL69
ENSG00000041357	H0YLC2
ENSG00000041357	H0YLS6
ENSG00000041357	H0YMA1
ENSG00000041357	H0YMI6
ENSG00000041357	H0YMV3
ENSG00000041357	H0YMZ1
ENSG00000041357	H0YN18
ENSG00000041357	P25789
ENSG00000041802	F8WFC6
ENSG00000041802	H7C2X7
ENSG00000041802	Q9H089
ENSG00000041982	E9PC84
ENSG00000041982	F5H5D6
ENSG00000041982	F5H7V9
ENSG00000041982	H0YGZ3
ENSG00000041982	J3QSU6
ENSG00000041982	P24821
ENSG00000041988	K7EIZ2
ENSG00000041988	Q8WTV1
ENSG00000041988	R4GNH0
ENSG00000042317	G3V287
ENSG00000042317	G3V2E1
ENSG00000042317	G3V2V4
ENSG00000042317	G3V3D2
ENSG00000042317	G3V491
ENSG00000042317	G3V4A9
ENSG00000042317	G3V5H6
ENSG00000042317	G3V5N2
ENSG00000042317	G3V5V8
ENSG00000042317	H0YJ48
ENSG00000042317	H0YJ93
ENSG00000042317	Q9P0W8
ENSG00000042445	H0YGU3
ENSG00000042445	H7BZ16
ENSG00000042445	H7BZ81
ENSG00000042445	H7C3J0
ENSG00000042445	Q6NUM9
ENSG00000042493	B8ZZL6
